merchant_sku,catalog_name_ar,official_product_name,verified_brand,verified_size,verified_variant,product_type,category_slug,identity_source_type,image_source_type,identity_source_url,identity_confidence,identity_status,catalog_identity_match_status,catalog_identity_match_notes,identity_notes,source_image_url,source_tier_rule
ARD-4564,معطر جو ماهر 300 مل,Maahir Air Freshener,Lattafa,300 مل,Maahir,Air Freshener,home-linen-air,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/maahir/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'معطر جو ماهر 300 مل' aligns with official 'Maahir Air Freshener' via transliteration.,Catalog معطر جو maps to Lattafa Maahir 300ml air freshener line; corroborated via official Lattafa air-freshener catalog/gift-set listings.,https://www.lattafa.my/cdn/perfumes/lattafa/maahir-by-lattafa-100ml-edp-men-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-463,عطر روعة العود,Rouat Al Oud,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/rouat-al-oud/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog روعة العود = Rouat Al Oud.,catalog_identity_mismatch_reconcile Option A: restored Rouat Al Oud for same SKU.,https://www.lattafa.my/cdn/perfumes/lattafa/lattafa-rouat-al-oud-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4637,عطر اسد بوربون,Asad Bourbon,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/asad-bourbon/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر اسد بوربون' aligns with official 'Asad Bourbon' via transliteration.,Replacement for ARD-4482 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/perfumes/lattafa/asad-bourbon-by-lattafa-100ml-edp-men-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-465,عطر قمة النساء,Qimmah for Women,Lattafa,100 مل,for Women,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa-ca.com/p/qimmah/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog قمة النساء = Qimmah for Women.,catalog_identity_mismatch_reconcile Option A: restored Qimmah for Women; image from lattafa-ca.,https://www.lattafa-ca.com/wp-content/uploads/lattafa-womens-fragrances/6291107450605.png,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-466,عطر رغبه للنساء,Raghba,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/raghba/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog رغبه للنساء maps to classic Lattafa Raghba (women-leaning unisex line).,catalog_identity_mismatch_reconcile Option A: restored classic Raghba for women's catalog row.,https://www.lattafa.my/cdn/perfumes/lattafa/raghba-lattafa-100ml-edp-unisex-perfume-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4660,عطر ليان 75 مل,Layaan,Lattafa,75 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/layaan/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر ليان 75 مل' aligns with official 'Layaan' via transliteration.,Replacement for ARD-2669 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/perfumes/lattafa/layaan-100ml-edp-by-lattafa-75ml/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4664,عطر نبراس الكسير 100 مل / لطافة برايد,Nebras Elixir,Lattafa Pride,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/nebras-elixir/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر نبراس الكسير 100 مل / لطافة برايد' aligns with official 'Nebras Elixir' via transliteration.,image_size_or_format_mismatch: Najdia 30ml used 100ml image; replaced with Stage2 Nebras Elixir 100ml EDP.,https://www.lattafa.my/cdn/perfumes/lattafa/nebras-elixir-lattafa-100ml-edp-women-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-467,عطر مسك مود,Musk Mood,Lattafa,100 مل,,Eau de Parfum,musk-oils-mukhammaria,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/musk-mood/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر مسك مود' aligns with official 'Musk Mood' via transliteration.,image_size_or_format_mismatch: replaced Musk Mood body spray/deo 200ml with Stage2 Musk Mood EDP matching existing EDP image.,https://www.lattafa.my/cdn/perfumes/lattafa/musk-mood-edp-100ml/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4680,عطر شهد كبير 150 مل,Shahd,Lattafa,150 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/shahd/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر شهد كبير 150 مل' aligns with official 'Shahd' via transliteration.,Replacement for ARD-1924 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/perfumes/lattafa/shahd-by-lattafa-100ml-edp-wanita-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4685,عطر اسد الكسير 100 مل,Asad Elixir,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/asad-elixir/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر اسد الكسير 100 مل' aligns with official 'Asad Elixir' via transliteration.,Replacement for ARD-4157 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/perfumes/lattafa/asad-elixir-lattafa-perfume-lelaki-amber-spicy-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4686,عطر يارا الكسير 100 مل,Yara Elixir,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/yara-elixir/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر يارا الكسير 100 مل' aligns with official 'Yara Elixir' via transliteration.,Replacement for ARD-4297 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/perfumes/lattafa/yara-elixir-lattafa-perfume-wanita-floral-sweet-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4750,معطر جو اكلاير 300 مل,Eclaire Air Freshener,Lattafa,300 مل,Eclaire,Air Freshener,home-linen-air,official_manufacturer,official_distributor,https://lattafa.com/shop/,medium,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'معطر جو اكلاير 300 مل' aligns with official 'Eclaire Air Freshener' via transliteration.,Catalog معطر جو maps to Lattafa Eclaire 300ml air freshener line; corroborated via official Lattafa air-freshener catalog/gift-set listings. | image unresolved in enrichment pass,https://www.lattafa.my/cdn/perfumes/lattafa/eclaire-lattafa-perfume-wanita-creamy-vanilla-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4751,معطر جو مسمم ابيض 300 مل,Musamam White Air Freshener,Lattafa,300 مل,Musamam White,Air Freshener,home-linen-air,official_manufacturer,official_distributor,https://lattafa.com/shop/,medium,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'معطر جو مسمم ابيض 300 مل' aligns with official 'Musamam White Air Freshener' via transliteration.,Catalog معطر جو maps to Lattafa Musamam White 300ml air freshener line; corroborated via official Lattafa air-freshener catalog/gift-set listings. | image unresolved in enrichment pass,https://www.lattafa.my/cdn/2500f219-abd0-40ea-4478-75307cb9eb00/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4752,معطر جو بديع العود نوبل بلوش 300 مل,Badee Al Oud Noble Blush Air Freshener / Mist,Lattafa,300 مل,Noble Blush,Air Freshener,home-linen-air,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/badee-al-oud-noble-blush/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'معطر جو بديع العود نوبل بلوش 300 مل' aligns with official 'Badee Al Oud Noble Blush Air Freshener / Mist' via transliteration.,Catalog معطر جو maps to Lattafa Noble Blush 300ml air freshener line; corroborated via official Lattafa air-freshener catalog/gift-set listings.,https://www.lattafa.my/cdn/perfumes/lattafa/imgi74noble65739dbc-41c7-4f6e-92b7-de630ed83ccb-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4770,عطر انا الابيض سكارليت 100 مل,Ana Abiyedh Scarlet,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ana-abiyedh-scarlet/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر انا الابيض سكارليت 100 مل' aligns with official 'Ana Abiyedh Scarlet' via transliteration.,image_size_or_format_mismatch: replaced Ana Abiyedh Rouge deo 200ml (EDP image) with Stage2 Ana Abiyedh Scarlet EDP + matching unique image.,https://www.lattafa.my/cdn/perfumes/lattafa/ana-abiyedh-scarlet-lattafa-edp-bottle-60ml/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-479,عطر قمة رجالي,Qimmah for Men,Lattafa,100 مل,for Men,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/qimmah-men/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog قمة رجالي = Qimmah for Men.,catalog_identity_mismatch_reconcile Option A: restored Qimmah for Men for same SKU.,https://www.lattafa.my/cdn/lattafa-qimmah-eau-de-parfum-for-men-100ml-3/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4792,عطر مسمم اسود انتنس,Musamam Intense,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/musamam-intense/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر مسمم اسود انتنس' aligns with official 'Musamam Intense' via transliteration.,image_size_or_format_mismatch: Lail Maleki 30ml used 100ml image; no verified exact 30ml ≥600px; replaced with Stage2 Musamam Intense EDP. | image_duplicate_conflict_musamam: reimaged with distinct Musamam Intense EDP bottle URL; ARD-4751 air-freshener kept prior image.,https://www.lattafa.my/cdn/f7d77bd7-d1b7-4e28-1d68-10abd9050800/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4807,معطر جو نبراس 300 مل / لطافة برايد,Nebras Air Freshener (Lattafa Pride),Lattafa,300 مل,Lattafa Pride,Air Freshener,home-linen-air,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/nebras/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'معطر جو نبراس 300 مل / لطافة برايد' aligns with official 'Nebras Air Freshener (Lattafa Pride)' via transliteration.,,https://www.lattafa.my/cdn/perfumes/lattafa/nebras-lattafa-pride-100ml-edp-women-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-5036,عطر ماهر هونور 100 مل,Maahir Honor,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/maahir-honor/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر ماهر هونور 100 مل' aligns with official 'Maahir Honor' via transliteration.,Replacement for ARD-4551 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/maahir-honor-100ml-by-lattafa-3/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-5058,عطر خمرة واحة 100 مل,Khamrah Waha,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/khamrah-waha/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر خمرة واحة 100 مل' aligns with official 'Khamrah Waha' via transliteration.,Replacement for ARD-3900 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/khamrah-waha-lattafa-perfumes-100ml-edp-11/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-663,عطر انا الابيض روج,Ana Abiyedh Rouge,Lattafa,100 مل,Rouge,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ana-abiyedh-rouge/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog انا الابيض روج = Ana Abiyedh Rouge.,catalog_identity_mismatch_reconcile Option A: restored Ana Abiyedh Rouge for same SKU.,https://www.lattafa.my/cdn/perfumes/lattafa/ana-abiyedh-rouge-lattafa-100ml-edp-unisex-perfume-malaysia-1/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-715,عطر رمز لطافه ذهبي,Ramz Gold,Lattafa,100 مل,Gold,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ramz-gold/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog رمز لطافه ذهبي = Ramz Gold.,catalog_identity_mismatch_reconcile Option A: restored Ramz Gold for same SKU.,https://www.lattafa.my/cdn/perfumes/lattafa/ramz-gold-100ml-edp-men-by-lattafa-perfumes/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-766,عطر اوراق العود,Awraq Al Oud,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/awraq-al-oud/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog اوراق العود = Awraq Al Oud.,catalog_identity_mismatch_reconcile Option A: restored Awraq Al Oud for same SKU.,https://www.lattafa.my/cdn/perfumes/lattafa/awraq-al-oud-lattafa-perfume-box-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
